1,古代女子成年行什么礼？,<p>A:冠礼</p><p>B:笄礼</p>,2,B,B,1,1
1,仰韶文化是我国历史上哪个时代中期的文化？,<p>A:旧石器</p><p>B:新石器</p><p>C:青铜器</p><p>D:铁器</p>,4,B,B,1,2
1,世界上第一辆摩托车其主要材料是：,<p>A:塑料</p><p>B:木头</p><p>C:铁皮</p><p>D:自行车</p>,4,B,B,1,2
1,“腊八粥”最早起源于：,<p>A:祭祀</p><p>B:民间庆祝丰收的风俗</p><p>C:佛教</p>,3,C,C,1,2
1,中国古建筑学科的开拓者是：,<p>A:鲁班</p><p>B:梁思成</p><p>C:杨廷玉</p><p>D:童寓</p><p>E:吴良镛</p><p>F:刘敦桢</p>,6,B,B,1,3
1,我国是什么时候采用公历的？,<p>A:鸦片战争时期</p><p>B:辛亥革命时期</p><p>C:建国前夕</p><p>D:建国后</p>,4,C,C,1,2
1,“驸马”最初是指：,<p>A:给皇帝养马的人</p><p>B:官名</p><p>C:给皇帝牵马的人</p><p>D:马的名字</p>,4,B,B,1,2
1,古希腊哪个国家的儿童一出世就要受到严格挑选，体质弱的会被抛之荒野？,<p>A:雅典</p><p>B:斯巴达</p>,2,B,B,1,1
1,中国古代哪个学派的主张，与绿色和平组织的思想相近？,<p>A:儒家</p><p>B:法家</p><p>C:佛家</p><p>D:道家</p><p>E:阴阳</p>,5,D,D,1,3
1,在下列哪一年Internet网延伸入中国？,<p>A:93年</p><p>B:94年</p><p>C:95年</p><p>D:96年</p>,4,B,B,1,2
1,下列战役中，被陈毅元帅称作“人民群众用小车推出来的”是：,<p>A:淮海战役</p><p>B:平津战役</p><p>C:辽沈战役</p>,3,A,A,1,2
1,公元前594年，实行“初税亩”，按亩收税的国家是：,<p>A:楚国</p><p>B:鲁国</p><p>C:郑国</p><p>D:魏国</p>,4,B,B,1,2
1,以下哪一位曾被称为“药王”？,<p>A:孙思邈</p><p>B:张仲景</p><p>C:李时珍</p><p>D:扁鹊</p>,4,A,A,1,2
1,第一次鸦片战争发生的时间是：,<p>A:1839年3月</p><p>B:1840年6月</p><p>C:1841年1月</p>,3,B,B,1,2
1,世界最早的公用电话亭是在：,<p>A:银行内</p><p>B:公园内</p><p>C:商店内</p><p>D:电话公司内</p>,4,D,D,1,2
1,发生在北京卢沟桥的历史事变名叫？,<p>A:华北事变</p><p>B:戊戌政变</p><p>C:七七事变</p><p>D:皖南事变</p>,4,C,C,1,2
1,世界上第一家麻将博物馆坐落在：,<p>A:中国</p><p>B:日本</p><p>C:法国</p><p>D:印度</p><p>E:阿拉伯</p><p>F:美国</p>,6,B,B,1,3
1,馒头是谁发明的？,<p>A:李冰</p><p>B:诸葛亮</p><p>C:曹操</p>,3,B,B,1,2
1,"隋唐时期的官制中尚书省分为吏,户,礼,兵,刑,工六部,其中的礼部是掌管：","<p>A:规定礼仪,监督和教育官员和百姓懂得礼仪</p><p>B:掌管国家的典章法度,祭祀,学校,科举和接待四方宾客等事务</p>",2,B,B,1,1
1,我国宪法的监督权属于：,<p>A:国务院</p><p>B:全国人大</p><p>C:全国人大常委会</p><p>D:全国人大法律委员会</p>,4,C,C,1,2
1,科举中，会出现一人兼解元、会元、状元的“连中三元”，其分别是在什么考试中取得的？,<p>A:院试、乡试、殿试</p><p>B:院试、会试、殿试</p><p>C:府试、乡试、殿试</p><p>D:县试、会试、殿试</p><p>E:乡试、会试、殿试</p><p>F:童试、会试、殿试</p>,6,E,E,1,3
1,美国1787年宪法规定，解释宪法的权力在：,<p>A:众议院</p><p>B:参议院</p><p>C:最高法院</p><p>D:总统</p>,4,C,C,1,2
1,最早芭蕾舞出现于：,<p>A:杂技团</p><p>B:宫廷</p><p>C:学校</p><p>D:戏团</p><p>E:教会</p><p>F:军队</p>,6,B,B,1,3
1,我国第一所民办高等教育机构哪年建立？,<p>A:1982</p><p>B:1985</p><p>C:1988</p><p>D:1992</p>,4,A,A,1,2
1,清光绪年间曾对邮票有一种非常特殊的称谓，请问当时叫什么？,<p>A:老人头</p><p>B:小孩头</p>,2,A,A,1,1
1,我国最早提出创建监狱的人是：,<p>A:皋陶</p><p>B:李斯</p>,2,A,A,1,1
1,早期人类家庭的进步，与哪种事业关系最密切？,<p>A:狩猎</p><p>B:捕鱼</p><p>C:造房</p><p>D:饲养</p><p>E:纺织</p>,5,C,C,1,3
1,一个帝王陵区只有一个主神道，一般修在谁的陵前？,<p>A:第一个埋葬者</p><p>B:年龄最大者</p><p>C:统治时间最长者</p><p>D:国力最昌盛者</p>,4,A,A,1,2
1,请问“法律”最早出现于哪个社会？,<p>A:原始社会</p><p>B:奴隶社会</p><p>C:封建社会</p><p>D:资本主义社会</p>,4,B,B,1,2
1,欧元什么时候正式诞生？,<p>A:1999年1月1日</p><p>B:1999年7月1日</p><p>C:1999年12月1日</p>,3,A,A,1,2
1,现存关于遗嘱继承的最早的法规产生于：,<p>A:汉代</p><p>B:唐代</p><p>C:宋代</p><p>D:元代</p>,4,B,B,1,2
1,世界水日是哪一天?,<p>A:3月23日</p><p>B:4月23日</p><p>C:5月23日</p><p>D:6月23日</p>,4,A,A,1,2
1,谁是“中山装”的创始人？,<p>A:黄隆生</p><p>B:孙中山</p><p>C:汪精卫</p><p>D:黄兴</p>,4,B,B,1,2
1,《阳关三叠》是甚么时候的琴曲？,<p>A:汉代</p><p>B:隋唐</p><p>C:宋元</p><p>D:明清</p>,4,B,B,1,2
1,最早的纸币源于:,<p>A:中国</p><p>B:美国</p><p>C:苏联</p>,3,A,A,1,2
1,古代著名的水利工程都江堰是谁设计的？,<p>A:大禹</p><p>B:李冰父子</p>,2,B,B,1,1
1,蒸馏酒源于中国古代的：,<p>A:炼丹术</p><p>B:造纸术</p><p>C:印刷术</p>,3,A,A,1,2
1,下列对清明两代“乡试”考试地点解释正确的是：,<p>A:在本乡</p><p>B:在各县县城</p><p>C:在各省省城</p><p>D:在京城书院</p>,4,C,C,1,2
1,我国古代哪位文学家曾两度到杭州做官？,<p>A:欧阳修</p><p>B:杜甫</p><p>C:白居易</p><p>D:苏轼</p><p>E:韩愈</p><p>F:曹操</p>,6,D,D,1,3
1,抗战时期，“八路军”下辖3个师和一个直属队，刘伯承在：,<p>A:115师</p><p>B:120师</p><p>C:129师</p><p>D:直属队</p>,4,C,C,1,3
1,涮羊肉起源于,<p>A:清朝</p><p>B:元朝</p>,2,B,B,1,1
1,目前人类已知的最软的石头是：,<p>A:磷灰石</p><p>B:石膏</p><p>C:方解石</p><p>D:滑石</p>,4,D,D,1,2
1,哈雷慧星的最早记录是哪国人留下的？,<p>A:埃及人</p><p>B:希腊人</p><p>C:中国人</p><p>D:波斯人</p>,4,C,C,1,2
3,中国历史上被称为始皇帝的不是嬴政，对吗？,<p>A:对</p><p>B:不对</p>,2,B,B,1,1
1,据考古资料显示，我国的钻孔技术开始于：,<p>A:山顶洞人时代</p><p>B:母系氏族繁荣时期</p><p>C:父系氏族时期</p><p>D:夏朝</p>,4,A,A,1,2
1,哪个火山的爆发毁灭了古罗马帝国的庞贝城？,<p>A:维苏威火山</p><p>B:埃特纳火山</p><p>C:圣海伦斯火山</p>,3,A,A,1,2
1,世界上第一种基因移植作物是：,<p>A:番茄</p><p>B:烟草</p><p>C:白菜</p>,3,B,B,1,2
1,方便面的发明者最初的愿望是：,<p>A:战时储备</p><p>B:节约时间</p><p>C:在家吃面</p><p>D:提高效益</p>,4,C,C,1,2
1,下列官名中哪些不是唐朝的官名？,<p>A:尚书</p><p>B:黄门</p><p>C:中书</p><p>D:巡按</p><p>E:殿中</p><p>F:御史</p>,6,E,E,1,3
1,"宋代的""学象生""同现代的：",<p>A:口技</p><p>B:相声</p><p>C:舞狮子</p>,3,A,A,1,2
1,较早使用的活字是：,<p>A:木活字</p><p>B:铅活字</p><p>C:陶活字</p><p>D:铜活字</p><p>E:锡活字</p>,5,C,C,1,3
1,人类古代的“掠夺婚”产生于哪个时期？,<p>A:母权制初期</p><p>B:父权制初期</p><p>C:对偶婚时期</p>,3,B,B,1,2
2,人类食品历史上先后出现了五类食品，其中第四，五类食品是？（多选）,<p>A:米</p><p>B:面</p><p>C:油</p><p>D:酱油</p><p>E:醋</p>,5,DE,DE,1,3
1,在荷马史诗当中，特洛伊战争持续了：,<p>A:8年</p><p>B:15年</p><p>C:10年</p><p>D:11年</p>,4,D,D,1,2
1,“尧天禹日”是指代什么的?,<p>A:改朝换代</p><p>B:太平盛世</p><p>C:一朝天子一朝臣</p><p>D:饥荒年代</p>,4,B,B,1,2
1,唐高祖武德四年的开元通宝，开元所代表的意思为：,<p>A:开辟新纪元</p><p>B:年号</p>,2,A,A,1,1
1,秦朝开始推行郡县制度，在全国设：,<p>A:24郡</p><p>B:36郡</p><p>C:20郡</p><p>D:40郡</p>,4,B,B,1,2
1,世界上第一枚邮票是于哪年发行的？,<p>A:1820年</p><p>B:1840年</p><p>C:1860年</p><p>D:1900年</p>,4,B,B,1,2
1,西汉时期，经御史大夫杜周、杜延年解释的汉律，被称为“大杜律和小杜律”，他们两人的关系是：,<p>A:父子</p><p>B:师生</p><p>C:叔侄</p><p>D:同朝官员</p>,4,A,A,1,2
1,东汉时，谁既是杰出的科学家又是著名的文学家？,<p>A:王充</p><p>B:张衡</p>,2,B,B,1,1
1,下列王朝中统治时间最短的是：,<p>A:秦朝</p><p>B:隋朝</p><p>C:西晋</p><p>D:元朝</p>,4,A,A,1,2
1,人类最早的“精子库”是为谁而建的？,<p>A:不育男子</p><p>B:参战士兵</p><p>C:单身贵族</p>,3,B,B,1,2
1,在我国古代曾有一次人口普查，它是在哪个朝代进行的？,<p>A:宋朝</p><p>B:元朝</p><p>C:明朝</p><p>D:清朝</p>,4,C,C,1,2
1,以下哪种人，不属于古代日耳曼民族？,<p>A:西哥特人</p><p>B:萨克森人</p><p>C:希洛人</p><p>D:法兰克人</p>,4,C,C,1,2
1,明清时期称镌刻约束在学生员条规的碑石为卧碑，它一般树于明伦堂的：,<p>A:前方</p><p>B:后方</p><p>C:左边</p><p>D:右边</p><p>E:室内</p>,5,C,C,1,3
1,战国时，“纸上谈兵”招致兵败的赵国将领是：,<p>A:赵奢</p><p>B:赵构</p><p>C:赵括</p><p>D:赵盾</p><p>E:赵恒</p>,5,C,C,1,3
1,中国签定的第一个不平等条约是哪个？,<p>A:望厦条约</p><p>B:南京条约</p><p>C:辛丑条约</p>,3,B,B,1,2
1,最早的春联是：,<p>A:刻在木上</p><p>B:写在纸上</p><p>C:雕在石上</p><p>D:绣在绸上</p>,4,A,A,1,2
1,康熙皇帝的庙号是：,<p>A:仁宗</p><p>B:太宗</p><p>C:穆宗</p><p>D:圣祖</p><p>E:世祖</p>,5,D,D,1,3
1,我国珍稀野生动物特种纪念币系列的首枚纪念币图案是：,<p>A:大熊猫</p><p>B:金丝猴</p><p>C:扬子鳄</p><p>D:白鳍豚</p>,4,A,A,1,2
1,我国电视台播放的第一部外国电视剧是：,<p>A:朝鲜的</p><p>B:南斯拉夫的</p><p>C:古巴的</p><p>D:波兰的</p>,4,B,B,1,2
1,把占城稻推广到江浙和淮河流域种植的是：,<p>A:北宋政府</p><p>B:南宋政府</p><p>C:元朝政府</p><p>D:唐朝政府</p>,4,A,A,1,2
1,汉朝最先下诏废除肉刑的皇帝是：,<p>A:汉武帝</p><p>B:汉成帝</p><p>C:汉文帝</p><p>D:汉景帝</p>,4,C,C,1,2
